Age,Gender,Location,Occupation,Education,Income,Device Ownership,Operating System,Internet Usage,Use of Security Tools,Social Media Usage,Privacy Settings,Info Sharing Frequency,Email Accounts,Email Filtering,Browsing Behavior,Security Awareness,Password Hygiene,Incident History,Sensitive Info Access,Workplace Policies,Remote Work Status,Risk Factor
18,Male,Rural,Finance,High School,Low,2,iOS,High,No,Medium,Public,Rarely,3,No,Cautious,High,Moderate,No,No,None,Yes,78
44,Male,Rural,IT,Bachelor's,Low,3,Android,Medium,No,High,Public,Rarely,3,Yes,Moderate,High,Moderate,Yes,Yes,Moderate,No,66
30,Non-binary,Urban,Healthcare,High School,Low,3,Windows,Medium,No,Low,Public,Rarely,3,No,Risky,High,Moderate,No,No,Moderate,Yes,68
58,Non-binary,Urban,Retail,PhD,High,4,Other,Low,Yes,Medium,Private,Rarely,1,No,Cautious,Medium,Strong,No,Yes,Moderate,Yes,72
20,Non-binary,Suburban,Finance,PhD,Medium,3,Android,Low,No,High,Public,Often,2,Yes,Cautious,Low,Moderate,Yes,No,Strict,No,80
56,Female,Suburban,Education,Bachelor's,High,2,iOS,Low,Yes,Low,Private,Often,4,Yes,Moderate,Medium,Weak,No,No,None,No,61
23,Male,Urban,Education,Associate,Medium,4,Linux,Medium,No,Low,Public,Sometimes,2,No,Risky,Medium,Weak,No,Yes,Moderate,No,79
25,Non-binary,Urban,Education,Bachelor's,Medium,3,Android,Low,No,High,Private,Sometimes,2,No,Moderate,Medium,Moderate,Yes,Yes,None,Yes,73
44,Female,Rural,Retail,High School,Medium,4,Windows,Medium,Yes,Medium,Private,Often,1,Yes,Moderate,Medium,Strong,No,No,Moderate,No,52
26,Male,Urban,Retail,Bachelor's,Medium,3,Other,Medium,Yes,High,Private,Sometimes,1,No,Risky,Low,Weak,Yes,Yes,Moderate,No,73
54,Female,Urban,IT,PhD,Medium,1,Linux,Medium,Yes,Medium,Public,Rarely,1,Yes,Risky,High,Moderate,Yes,No,Moderate,No,63
50,Male,Rural,IT,Bachelor's,High,3,iOS,High,No,Low,Public,Often,1,No,Risky,High,Moderate,Yes,No,Strict,No,81
59,Female,Urban,IT,Bachelor's,Medium,4,Windows,High,Yes,Low,Public,Rarely,2,Yes,Moderate,Medium,Weak,Yes,Yes,None,Yes,92
61,Male,Suburban,Legal,Associate,Low,1,Linux,Low,No,Low,Private,Often,3,Yes,Moderate,Low,Strong,Yes,Yes,None,Yes,86
41,Male,Suburban,Education,PhD,High,2,iOS,Medium,No,High,Private,Often,3,Yes,Risky,Medium,Strong,No,Yes,None,No,69
32,Female,Rural,Retail,Master's,High,4,Windows,Low,Yes,High,Private,Sometimes,1,Yes,Risky,Low,Weak,Yes,Yes,None,No,83
49,Non-binary,Urban,Education,Master's,Medium,2,Other,Medium,Yes,High,Private,Often,4,No,Moderate,Medium,Strong,No,Yes,Moderate,No,60
49,Male,Suburban,IT,PhD,Low,2,iOS,Low,Yes,Low,Private,Sometimes,2,No,Risky,High,Moderate,Yes,No,None,No,59
41,Non-binary,Suburban,Retail,Master's,Low,4,Linux,Low,Yes,Medium,Private,Often,2,Yes,Cautious,High,Strong,No,Yes,Strict,Yes,63
58,Female,Suburban,Healthcare,High School,Medium,2,Windows,High,No,High,Private,Rarely,4,Yes,Risky,Medium,Weak,Yes,No,Strict,No,82
29,Non-binary,Suburban,Finance,Master's,Medium,4,Android,High,No,High,Public,Rarely,1,Yes,Cautious,High,Weak,Yes,No,Strict,No,80
56,Non-binary,Urban,Finance,High School,Low,4,Windows,High,Yes,High,Private,Rarely,2,No,Cautious,Medium,Weak,Yes,Yes,None,No,90
19,Non-binary,Urban,IT,PhD,High,3,Linux,High,Yes,Low,Private,Rarely,4,Yes,Moderate,Low,Moderate,Yes,Yes,Strict,Yes,81
20,Non-binary,Urban,Education,Master's,High,1,Linux,Medium,No,Medium,Private,Rarely,3,No,Moderate,Low,Moderate,Yes,No,Moderate,Yes,76
54,Non-binary,Urban,Healthcare,Master's,Medium,2,Android,Low,No,Medium,Private,Rarely,4,No,Moderate,Low,Moderate,Yes,Yes,Strict,No,72
34,Male,Suburban,Retail,High School,High,2,Linux,Low,Yes,Medium,Private,Often,4,Yes,Risky,Low,Weak,No,Yes,None,No,78
19,Male,Rural,Education,High School,High,1,Windows,Medium,No,High,Public,Sometimes,1,No,Moderate,Medium,Strong,Yes,Yes,Moderate,Yes,81
19,Male,Rural,IT,Bachelor's,Low,1,iOS,Medium,No,High,Private,Often,2,No,Risky,High,Moderate,Yes,No,Strict,No,74
45,Female,Suburban,Education,Associate,High,1,Windows,Low,No,Medium,Private,Rarely,4,Yes,Moderate,Low,Weak,No,Yes,None,No,72
40,Non-binary,Suburban,IT,Master's,Low,1,Linux,High,No,Low,Private,Rarely,2,No,Cautious,High,Weak,Yes,Yes,None,No,81
54,Male,Rural,Legal,Associate,Medium,1,Android,High,No,Medium,Public,Often,2,Yes,Moderate,Medium,Moderate,No,No,None,No,72
49,Female,Rural,Finance,Associate,Medium,3,Android,High,No,High,Private,Sometimes,1,No,Cautious,High,Strong,Yes,Yes,Moderate,Yes,78
50,Male,Suburban,Finance,Master's,Low,4,Other,Medium,No,Medium,Private,Sometimes,3,Yes,Risky,High,Moderate,Yes,No,None,Yes,73
18,Male,Suburban,Education,High School,Low,1,Android,Low,No,Medium,Public,Sometimes,2,No,Moderate,High,Strong,Yes,Yes,Strict,Yes,73
36,Non-binary,Urban,Healthcare,Bachelor's,Medium,3,Android,Medium,Yes,Medium,Private,Sometimes,1,No,Moderate,Medium,Weak,No,Yes,Strict,No,58
19,Female,Urban,Retail,PhD,Low,1,Linux,Low,No,Low,Private,Rarely,1,No,Cautious,Medium,Weak,No,Yes,Strict,Yes,71
61,Non-binary,Rural,IT,Master's,Medium,1,iOS,High,Yes,High,Public,Rarely,4,Yes,Moderate,Medium,Weak,Yes,Yes,None,Yes,88
43,Non-binary,Suburban,Retail,Master's,Medium,2,iOS,High,Yes,High,Public,Sometimes,2,No,Risky,High,Strong,Yes,Yes,None,Yes,81
49,Male,Rural,Finance,PhD,Medium,2,Linux,High,Yes,Medium,Public,Often,1,No,Cautious,Low,Moderate,Yes,No,Strict,Yes,85
23,Non-binary,Urban,Healthcare,Associate,Medium,2,Android,Low,Yes,High,Private,Often,3,No,Risky,Low,Moderate,Yes,No,Moderate,Yes,85
49,Female,Urban,Healthcare,Bachelor's,Medium,2,Windows,High,Yes,Low,Private,Rarely,4,Yes,Risky,High,Strong,No,No,Moderate,Yes,62
21,Non-binary,Rural,Retail,Associate,Medium,4,iOS,Low,No,Medium,Private,Often,3,Yes,Cautious,Low,Moderate,Yes,Yes,Moderate,Yes,80
28,Non-binary,Urban,Finance,PhD,High,4,Linux,Medium,Yes,Low,Private,Rarely,1,Yes,Risky,Low,Strong,Yes,Yes,Moderate,No,74
34,Non-binary,Suburban,Retail,PhD,High,2,Windows,High,No,Medium,Private,Rarely,4,No,Moderate,High,Moderate,Yes,No,None,No,72
55,Male,Rural,Education,Bachelor's,Medium,2,Android,Medium,Yes,Medium,Public,Sometimes,2,No,Risky,Medium,Moderate,No,No,Moderate,Yes,58
41,Female,Suburban,Healthcare,PhD,High,1,Linux,Medium,No,Medium,Private,Sometimes,4,Yes,Moderate,Low,Strong,No,Yes,Strict,No,64
22,Male,Suburban,Healthcare,PhD,Low,1,iOS,Low,No,Low,Public,Sometimes,4,Yes,Cautious,Medium,Moderate,No,Yes,None,Yes,69
51,Male,Urban,Education,Bachelor's,Low,2,Windows,Medium,Yes,High,Private,Sometimes,3,No,Moderate,Low,Weak,Yes,No,None,No,66
23,Male,Suburban,Finance,Master's,Medium,2,Windows,Low,No,High,Public,Sometimes,2,No,Risky,High,Weak,Yes,No,Strict,Yes,90
39,Male,Rural,Healthcare,Associate,High,2,iOS,Low,Yes,High,Public,Sometimes,1,No,Moderate,High,Strong,No,Yes,Strict,Yes,69
28,Male,Suburban,Legal,Master's,Low,1,Windows,Medium,No,High,Private,Often,3,Yes,Risky,Medium,Moderate,Yes,Yes,Moderate,Yes,78
33,Female,Suburban,Legal,Master's,Low,2,iOS,Low,No,Low,Public,Sometimes,2,No,Moderate,Medium,Strong,No,Yes,None,No,64
50,Non-binary,Suburban,Legal,Associate,Low,2,Linux,Low,Yes,High,Private,Sometimes,1,Yes,Cautious,Medium,Strong,No,Yes,Moderate,No,54
26,Male,Suburban,IT,Master's,Low,4,Other,Low,No,High,Private,Rarely,4,Yes,Cautious,Medium,Moderate,No,No,Moderate,Yes,65
23,Male,Suburban,IT,Bachelor's,High,4,Android,Medium,No,Medium,Public,Rarely,2,Yes,Moderate,High,Weak,Yes,No,None,No,83
33,Female,Urban,Finance,Associate,Low,1,Linux,Low,No,Low,Public,Sometimes,3,Yes,Cautious,High,Weak,No,Yes,Strict,Yes,69
46,Female,Rural,Education,High School,Low,4,Android,High,No,Medium,Private,Rarely,1,No,Moderate,High,Moderate,Yes,Yes,None,No,75
20,Non-binary,Urban,Retail,Master's,Low,1,Android,Medium,No,High,Private,Often,1,Yes,Risky,Medium,Weak,Yes,No,Strict,Yes,76
37,Female,Rural,Finance,PhD,Medium,3,iOS,Medium,No,Medium,Private,Often,2,No,Moderate,High,Strong,Yes,No,Strict,Yes,68
53,Non-binary,Rural,Retail,Associate,Low,2,Other,Low,Yes,High,Private,Often,2,Yes,Risky,High,Strong,No,Yes,Moderate,No,60
36,Male,Rural,Finance,High School,Low,1,Android,Medium,No,Medium,Public,Often,4,Yes,Moderate,Low,Strong,Yes,No,Moderate,Yes,73
43,Male,Rural,IT,PhD,High,4,Android,High,Yes,Low,Private,Sometimes,1,Yes,Risky,Low,Weak,Yes,No,Moderate,Yes,81
20,Non-binary,Rural,Legal,High School,Low,3,Linux,Medium,No,Medium,Public,Often,4,Yes,Cautious,Low,Moderate,No,No,None,Yes,81
36,Female,Suburban,Education,Master's,Low,4,Other,Medium,Yes,Medium,Private,Often,4,No,Moderate,Medium,Moderate,Yes,No,None,Yes,70
37,Non-binary,Urban,IT,PhD,Low,1,Other,Medium,No,Medium,Private,Often,3,No,Cautious,Medium,Strong,No,No,Strict,No,60
49,Female,Urban,Education,Master's,Medium,3,Android,Low,Yes,Medium,Private,Often,3,No,Cautious,High,Strong,No,Yes,Strict,Yes,62
24,Male,Suburban,Retail,PhD,High,4,Other,High,No,High,Public,Rarely,2,No,Risky,High,Strong,Yes,Yes,None,No,100
58,Female,Rural,Finance,Associate,High,3,Linux,High,Yes,Medium,Public,Often,2,Yes,Cautious,Medium,Weak,Yes,Yes,None,No,93
50,Non-binary,Urban,Healthcare,Bachelor's,Medium,2,iOS,High,Yes,Low,Public,Often,2,No,Risky,Low,Moderate,Yes,No,Strict,Yes,83
57,Non-binary,Suburban,Healthcare,Bachelor's,Medium,2,Android,Medium,Yes,Medium,Private,Rarely,3,No,Cautious,High,Moderate,Yes,Yes,Strict,Yes,70
56,Male,Suburban,Education,High School,High,3,Windows,High,No,Low,Private,Rarely,4,Yes,Cautious,Low,Weak,No,Yes,None,Yes,85
35,Female,Urban,Legal,PhD,Low,4,Android,Low,No,Medium,Public,Sometimes,4,Yes,Moderate,High,Moderate,No,No,Moderate,No,58
57,Female,Urban,Legal,Master's,High,4,Android,Medium,No,High,Private,Rarely,3,Yes,Moderate,Low,Strong,No,Yes,None,Yes,86
18,Female,Rural,Education,Associate,Medium,4,iOS,Low,Yes,Low,Public,Rarely,2,No,Risky,High,Moderate,No,No,Moderate,No,63
28,Male,Rural,IT,Associate,Low,2,Windows,Medium,No,Low,Public,Rarely,2,No,Cautious,Low,Moderate,Yes,Yes,Moderate,Yes,78
45,Female,Urban,Healthcare,Associate,High,1,Windows,Low,Yes,Medium,Private,Often,4,Yes,Cautious,Low,Weak,No,No,None,Yes,77
42,Non-binary,Rural,IT,Bachelor's,Low,1,Windows,Medium,No,High,Public,Sometimes,1,No,Moderate,Medium,Moderate,No,Yes,Strict,No,66
40,Female,Suburban,Retail,Master's,Low,3,iOS,Low,Yes,High,Private,Sometimes,1,Yes,Risky,High,Strong,Yes,Yes,Moderate,Yes,59
48,Male,Rural,Healthcare,Associate,Medium,4,Other,High,Yes,Low,Private,Often,1,Yes,Moderate,Low,Weak,Yes,No,None,Yes,87
47,Female,Rural,Retail,Associate,High,3,Windows,Medium,Yes,Medium,Public,Sometimes,1,No,Cautious,Medium,Weak,No,Yes,Moderate,Yes,68
59,Female,Suburban,Finance,High School,Medium,1,Other,Medium,No,High,Private,Often,2,Yes,Risky,High,Weak,No,No,Moderate,No,75
52,Non-binary,Rural,IT,PhD,High,1,Linux,Low,Yes,High,Public,Rarely,3,No,Cautious,Medium,Strong,No,Yes,Strict,No,71
24,Female,Suburban,Education,PhD,High,4,iOS,Low,No,High,Public,Often,3,Yes,Moderate,Low,Moderate,No,Yes,Moderate,Yes,86
33,Non-binary,Rural,Healthcare,PhD,Low,3,Other,Low,Yes,Medium,Public,Often,1,Yes,Risky,High,Weak,Yes,Yes,None,No,82
43,Non-binary,Urban,IT,High School,Low,4,Windows,Medium,No,Medium,Private,Rarely,3,Yes,Moderate,Low,Strong,Yes,No,Moderate,No,65
19,Male,Rural,Education,Bachelor's,Low,1,Windows,Low,Yes,Low,Public,Rarely,4,Yes,Cautious,Low,Strong,No,Yes,None,Yes,70
18,Non-binary,Urban,Finance,High School,Medium,1,Other,High,Yes,Medium,Private,Sometimes,1,No,Cautious,Medium,Strong,No,Yes,Moderate,No,67
29,Non-binary,Urban,Healthcare,Associate,Low,4,Other,Low,Yes,High,Public,Often,2,Yes,Moderate,Low,Moderate,Yes,Yes,Strict,Yes,85
22,Male,Urban,Retail,Master's,Medium,3,Linux,Low,No,Low,Private,Rarely,1,Yes,Cautious,High,Strong,Yes,Yes,Strict,No,63
54,Non-binary,Urban,Finance,Associate,Low,2,iOS,Low,Yes,Medium,Public,Sometimes,4,No,Moderate,Medium,Moderate,Yes,Yes,Moderate,Yes,66
49,Male,Urban,Legal,Associate,Medium,4,Android,High,Yes,High,Public,Often,3,Yes,Moderate,Low,Weak,Yes,No,Strict,No,85
26,Female,Suburban,Education,Master's,High,1,Linux,Low,No,High,Private,Rarely,3,No,Risky,Low,Weak,No,No,Moderate,No,76
58,Male,Suburban,Healthcare,PhD,Medium,2,Linux,Low,No,Low,Public,Rarely,3,No,Cautious,Low,Moderate,No,Yes,Moderate,Yes,83
52,Non-binary,Suburban,Healthcare,High School,Medium,4,Linux,Medium,Yes,Low,Public,Often,2,No,Cautious,Medium,Strong,No,Yes,Strict,Yes,76
36,Male,Urban,Finance,Bachelor's,Medium,2,Windows,Medium,No,Medium,Private,Rarely,1,Yes,Moderate,High,Weak,No,No,Strict,No,57
33,Non-binary,Rural,Healthcare,Associate,High,4,Other,Low,No,Medium,Private,Often,2,No,Risky,Medium,Moderate,Yes,No,Moderate,Yes,87
20,Female,Suburban,Education,Associate,Medium,1,iOS,Medium,Yes,Low,Public,Often,4,Yes,Moderate,Low,Strong,No,Yes,None,Yes,71
37,Male,Rural,Finance,Bachelor's,High,4,Windows,Low,No,Low,Public,Often,2,No,Cautious,Medium,Weak,Yes,Yes,None,Yes,100
41,Female,Rural,Retail,High School,Low,2,Linux,Low,Yes,High,Private,Rarely,1,No,Risky,Low,Moderate,No,No,Strict,Yes,66
50,Non-binary,Urban,Finance,Associate,Low,3,iOS,High,Yes,Medium,Public,Rarely,3,No,Risky,Medium,Strong,Yes,No,Strict,Yes,73
41,Non-binary,Urban,Finance,Bachelor's,High,1,Windows,Low,Yes,High,Private,Often,3,Yes,Moderate,Low,Strong,No,No,None,No,70
28,Female,Urban,Retail,Associate,Medium,1,Android,Medium,No,Low,Private,Sometimes,3,No,Moderate,Medium,Strong,No,No,None,No,51
25,Male,Suburban,Legal,PhD,Low,2,Linux,Medium,No,Low,Public,Often,3,No,Risky,Low,Moderate,No,No,Moderate,No,74
53,Male,Urban,Education,PhD,Medium,4,Windows,Medium,Yes,Low,Private,Often,2,Yes,Cautious,Low,Moderate,Yes,No,Strict,Yes,65
55,Non-binary,Suburban,Legal,Associate,Medium,4,Windows,Medium,Yes,Medium,Private,Often,1,No,Cautious,Medium,Strong,No,Yes,Moderate,No,67
57,Female,Suburban,Legal,Associate,High,4,Linux,Low,No,Low,Public,Sometimes,1,No,Risky,Medium,Strong,No,No,Moderate,Yes,84
37,Female,Suburban,Legal,PhD,Low,1,Android,High,No,Low,Public,Rarely,1,No,Moderate,Low,Strong,No,No,None,No,73
52,Male,Suburban,IT,Associate,High,1,Other,High,Yes,Medium,Public,Rarely,2,Yes,Moderate,High,Strong,Yes,No,Moderate,Yes,72
42,Male,Urban,Legal,High School,High,2,Android,Low,Yes,Low,Public,Often,3,No,Cautious,Low,Strong,Yes,Yes,Strict,No,78
52,Male,Suburban,IT,High School,High,4,Linux,Medium,Yes,Medium,Private,Often,3,Yes,Cautious,Low,Strong,No,Yes,Strict,No,71
42,Female,Urban,Retail,Master's,High,4,Other,High,No,Low,Private,Rarely,1,Yes,Risky,High,Weak,Yes,Yes,Strict,No,80
46,Male,Urban,Education,High School,Medium,2,Windows,High,Yes,Medium,Private,Often,3,Yes,Cautious,Low,Strong,No,Yes,Moderate,Yes,69
35,Male,Suburban,Legal,Associate,Low,1,Android,Low,No,Medium,Public,Rarely,2,No,Cautious,Medium,Moderate,Yes,No,Moderate,Yes,70
63,Non-binary,Urban,Healthcare,Associate,Low,1,Android,Medium,Yes,Medium,Private,Sometimes,4,No,Moderate,Medium,Moderate,Yes,Yes,Strict,No,61
35,Male,Rural,Retail,Bachelor's,Low,3,Other,High,No,Medium,Public,Often,3,Yes,Moderate,High,Moderate,Yes,No,None,Yes,77
19,Male,Urban,IT,High School,Medium,3,Windows,Low,No,High,Private,Rarely,4,Yes,Cautious,Low,Moderate,No,Yes,None,No,77
52,Female,Urban,Education,PhD,Medium,4,Android,High,Yes,Medium,Public,Rarely,4,Yes,Moderate,Medium,Weak,No,No,Strict,No,62
33,Female,Suburban,Finance,PhD,High,1,Other,High,No,Medium,Public,Sometimes,4,No,Moderate,Low,Weak,No,Yes,Moderate,No,85
58,Non-binary,Suburban,Education,Master's,High,4,Android,Medium,No,Medium,Private,Often,3,No,Moderate,High,Moderate,No,Yes,Moderate,No,73
53,Male,Urban,Education,Bachelor's,High,1,Windows,Medium,Yes,Medium,Public,Sometimes,4,No,Cautious,Medium,Moderate,No,Yes,Moderate,No,58
50,Non-binary,Suburban,Legal,PhD,High,3,Windows,High,No,Low,Private,Rarely,3,Yes,Moderate,High,Moderate,Yes,Yes,Moderate,No,70
21,Female,Rural,Legal,Master's,Low,2,iOS,Medium,No,Low,Private,Rarely,1,Yes,Cautious,Low,Moderate,Yes,Yes,Strict,Yes,69
50,Non-binary,Rural,IT,High School,High,1,Other,High,Yes,Medium,Private,Sometimes,2,Yes,Cautious,Low,Moderate,Yes,Yes,Moderate,Yes,75
31,Female,Suburban,IT,Bachelor's,Medium,3,Linux,High,No,Medium,Private,Sometimes,4,No,Risky,Low,Weak,No,No,Strict,No,78
38,Non-binary,Urban,Legal,Bachelor's,Medium,3,Android,High,No,High,Public,Sometimes,4,No,Risky,High,Weak,No,Yes,Strict,Yes,88
37,Non-binary,Rural,Legal,Associate,Medium,1,Windows,Low,Yes,Medium,Private,Often,1,No,Risky,Medium,Weak,No,No,Moderate,Yes,74
25,Male,Rural,Healthcare,High School,High,4,Android,Medium,Yes,Medium,Private,Rarely,2,Yes,Cautious,High,Strong,No,Yes,None,No,63
24,Non-binary,Urban,Healthcare,Bachelor's,Low,1,Android,Medium,Yes,Medium,Private,Often,1,No,Risky,Medium,Moderate,Yes,No,Moderate,No,68
20,Male,Suburban,Retail,Master's,Low,3,Linux,High,No,Low,Public,Often,2,No,Moderate,Low,Moderate,No,No,None,No,81
34,Male,Rural,Legal,PhD,High,1,Windows,Medium,Yes,Medium,Private,Sometimes,4,Yes,Risky,Low,Strong,Yes,Yes,None,Yes,78
50,Male,Urban,Finance,High School,High,2,iOS,High,Yes,Medium,Public,Often,2,No,Cautious,High,Moderate,No,No,Strict,No,68
29,Male,Urban,Healthcare,High School,Medium,4,Other,Medium,Yes,High,Private,Often,1,No,Moderate,Medium,Strong,No,No,None,Yes,75
39,Non-binary,Rural,IT,Bachelor's,Medium,1,Android,Medium,Yes,Low,Private,Sometimes,4,No,Moderate,Low,Strong,Yes,No,None,No,61
39,Female,Suburban,Education,Bachelor's,Low,3,Linux,High,Yes,High,Private,Sometimes,1,No,Moderate,Low,Strong,No,No,Strict,Yes,64
63,Female,Rural,Retail,Bachelor's,Medium,3,Linux,Medium,Yes,Medium,Private,Sometimes,4,Yes,Risky,High,Strong,Yes,Yes,Moderate,No,61
47,Female,Urban,Healthcare,Master's,Medium,4,Other,High,Yes,High,Private,Rarely,3,Yes,Risky,High,Moderate,Yes,No,None,Yes,82
55,Non-binary,Rural,Education,Associate,High,1,Other,Low,No,Medium,Public,Rarely,4,Yes,Risky,Medium,Strong,Yes,No,Moderate,Yes,72
55,Male,Suburban,Education,Bachelor's,Low,3,Windows,High,No,Medium,Public,Often,2,Yes,Risky,Low,Moderate,Yes,Yes,Strict,Yes,87
62,Female,Urban,Healthcare,Associate,High,4,Android,Medium,Yes,Low,Private,Often,2,No,Moderate,Medium,Strong,Yes,No,None,Yes,81
25,Non-binary,Suburban,Finance,Associate,Low,2,Android,Low,Yes,High,Private,Rarely,2,Yes,Cautious,Medium,Weak,Yes,Yes,Strict,Yes,68
44,Male,Rural,Finance,High School,High,4,Other,Low,No,Medium,Private,Often,2,Yes,Risky,Medium,Moderate,No,Yes,Strict,No,77
44,Female,Rural,Retail,PhD,Low,1,iOS,High,Yes,High,Public,Sometimes,2,Yes,Cautious,High,Strong,No,Yes,Strict,Yes,59
51,Male,Suburban,Finance,PhD,Medium,1,Android,Low,No,Low,Private,Rarely,3,Yes,Moderate,Medium,Strong,No,Yes,None,No,60
38,Female,Rural,Retail,Master's,Low,3,Linux,High,Yes,Medium,Public,Often,4,No,Cautious,Medium,Strong,No,Yes,Strict,Yes,73
47,Female,Suburban,IT,Master's,Low,2,Other,Medium,No,Low,Private,Often,4,Yes,Cautious,Medium,Weak,No,No,Moderate,No,58
50,Female,Rural,Healthcare,PhD,High,1,Android,High,Yes,High,Private,Often,3,No,Risky,High,Moderate,Yes,No,Strict,Yes,83
45,Male,Suburban,Education,PhD,Low,3,Windows,Low,No,High,Private,Rarely,3,No,Risky,High,Weak,No,No,None,Yes,75
64,Non-binary,Suburban,Retail,High School,Low,4,Other,High,No,High,Public,Rarely,2,No,Moderate,Low,Weak,No,No,None,No,90
50,Male,Urban,Finance,High School,Low,4,Linux,High,Yes,Medium,Private,Rarely,1,Yes,Risky,High,Weak,No,Yes,None,Yes,83
22,Female,Urban,Retail,PhD,High,1,Windows,Medium,No,Medium,Public,Sometimes,1,No,Cautious,High,Moderate,No,No,Moderate,Yes,68
36,Male,Suburban,Legal,Bachelor's,Low,2,Other,High,No,Medium,Private,Often,2,Yes,Cautious,Medium,Weak,No,No,None,Yes,77
21,Non-binary,Rural,Retail,Bachelor's,High,3,Other,Medium,Yes,Low,Public,Often,3,Yes,Cautious,Low,Moderate,Yes,Yes,Moderate,No,73
52,Male,Rural,Finance,High School,Medium,1,Android,Low,No,High,Public,Sometimes,4,No,Cautious,High,Moderate,No,Yes,Strict,Yes,73
34,Non-binary,Rural,Legal,Associate,High,3,Windows,Low,No,High,Private,Rarely,1,No,Risky,Low,Strong,Yes,Yes,Moderate,No,85
61,Non-binary,Suburban,Legal,PhD,Low,4,Other,High,No,High,Public,Rarely,1,No,Moderate,Medium,Weak,Yes,No,Strict,Yes,95
45,Male,Suburban,Finance,Master's,Medium,3,Linux,High,No,Low,Private,Rarely,3,No,Risky,High,Weak,No,Yes,Strict,Yes,83
47,Female,Suburban,Legal,Bachelor's,Low,4,Windows,Low,Yes,Medium,Private,Sometimes,2,No,Cautious,Medium,Weak,No,No,Strict,Yes,65
46,Non-binary,Suburban,Healthcare,Associate,High,2,Android,Low,No,Low,Private,Often,4,No,Moderate,Medium,Moderate,No,No,None,Yes,73
63,Male,Urban,Education,Bachelor's,Medium,2,iOS,Low,No,High,Private,Sometimes,2,Yes,Moderate,Low,Moderate,No,Yes,Moderate,Yes,66
23,Non-binary,Suburban,Healthcare,Associate,Medium,4,Other,High,No,High,Public,Often,2,Yes,Cautious,High,Moderate,No,No,None,Yes,92
52,Female,Rural,Healthcare,PhD,Medium,1,iOS,Low,No,Low,Private,Often,2,No,Cautious,Low,Weak,Yes,No,None,No,78
58,Male,Urban,Finance,PhD,Low,4,Other,High,Yes,Medium,Public,Often,2,Yes,Risky,Medium,Moderate,Yes,No,Moderate,No,82
54,Male,Rural,Finance,PhD,Medium,3,Android,Low,No,Medium,Private,Sometimes,1,Yes,Moderate,High,Moderate,Yes,No,Strict,No,55
41,Male,Suburban,Education,High School,Medium,3,Android,Low,Yes,High,Public,Rarely,3,Yes,Moderate,Medium,Moderate,No,No,Moderate,Yes,55
46,Female,Urban,Retail,Associate,Medium,3,Android,High,Yes,Low,Private,Rarely,4,Yes,Risky,Low,Strong,No,Yes,None,No,65
63,Non-binary,Suburban,Healthcare,Master's,Medium,1,Android,Medium,No,Medium,Public,Sometimes,1,Yes,Cautious,Low,Moderate,No,No,Moderate,Yes,68
48,Male,Urban,Legal,Master's,High,2,Windows,High,Yes,Low,Private,Often,4,No,Moderate,Medium,Weak,No,No,Strict,No,70
52,Non-binary,Rural,Education,PhD,Low,2,Windows,Medium,No,High,Private,Sometimes,4,No,Risky,Low,Moderate,No,No,None,No,66
50,Non-binary,Suburban,Healthcare,Master's,Low,3,Other,High,No,High,Private,Rarely,1,Yes,Moderate,Low,Strong,No,Yes,Moderate,No,70
38,Female,Suburban,Retail,Bachelor's,Medium,1,Windows,Medium,No,High,Public,Sometimes,1,Yes,Risky,Medium,Moderate,No,No,Strict,Yes,63
49,Male,Urban,Legal,Associate,High,3,Other,Medium,Yes,High,Private,Often,4,No,Moderate,High,Moderate,Yes,Yes,None,Yes,83
40,Non-binary,Urban,Healthcare,Associate,Medium,2,Windows,Medium,Yes,Medium,Private,Rarely,4,No,Cautious,High,Strong,Yes,Yes,None,Yes,72
50,Male,Suburban,IT,Associate,Low,4,Windows,High,No,High,Public,Often,3,Yes,Cautious,High,Weak,No,No,Strict,Yes,85
20,Male,Urban,Education,Bachelor's,Low,3,Windows,High,Yes,Medium,Public,Sometimes,1,No,Moderate,Medium,Strong,Yes,Yes,Moderate,No,70
35,Female,Suburban,Finance,High School,Low,3,Linux,High,Yes,Medium,Private,Often,1,No,Moderate,Medium,Moderate,Yes,Yes,Strict,No,73
42,Male,Urban,Healthcare,Bachelor's,Medium,3,Android,Medium,Yes,Low,Public,Sometimes,4,Yes,Moderate,Low,Moderate,Yes,Yes,None,Yes,71
59,Male,Rural,Legal,Associate,Medium,2,Linux,Medium,Yes,High,Public,Rarely,4,Yes,Risky,High,Moderate,No,Yes,Strict,No,71
48,Non-binary,Urban,Legal,Associate,High,1,Windows,High,No,Medium,Private,Rarely,2,No,Cautious,Low,Moderate,No,No,None,Yes,82
20,Female,Rural,Education,Associate,High,4,Windows,High,No,Low,Public,Rarely,4,Yes,Risky,Medium,Weak,Yes,Yes,Strict,Yes,95
